Rodada,ID,Nome,Clube,Posição,Mandante_Visitante,Pontuação,FD,FS,CA,FC,DS,FF,SG,A,G,I,DE,GS,V,PC,DP,CV,FT,PP,PS,GC
1,100652,Yuri Alberto,COR,Atacante,visitante,2.9,2.0,1.0,,,,,,,,,,,,,,,,,,
1,100742,Matheus Henrique,CRU,Meia,mandante,-1.9,,,1.0,3.0,,,,,,,,,,,,,,,,
1,100846,Lucas Esteves,GRE,Lateral,mandante,2.8,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
1,100898,Vitinho,BOT,Lateral,visitante,10.7,,,,1.0,4.0,,1.0,,,,,,,,,,,,,
1,100969,Ronald Lopes,VIT,Meia,visitante,-1.1,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
1,101002,Júnior Santos,CAM,Atacante,visitante,1.7,1.0,1.0,,,,,,,,,,,,,,,,,,
1,101027,Diego,CEA,Lateral,visitante,13.8,,4.0,,,4.0,1.0,,1.0,,,,,,,,,,,,
1,101290,Ferreira,SAO,Atacante,mandante,4.2,,3.0,,1.0,2.0,,,,,,,,,,,,,,,
1,101314,Ademir,BAH,Atacante,mandante,4.7,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
1,101319,Guga,FLU,Lateral,visitante,2.5,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
1,101573,Pepê,VIT,Meia,visitante,4.7,,4.0,,1.0,2.0,,,,,,,,,,,,,,,
1,101594,Hugo Moura,VAS,Meia,mandante,3.3,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,
1,101752,Claudinho,VIT,Lateral,visitante,3.7,,2.0,,1.0,2.0,,,,,,,,,,,,,,,
1,101908,Willian Machado,CEA,Zagueiro,visitante,0.0,,,,,,,,,,,,,,,,,,,,
1,101960,Vitinho,INT,Atacante,visitante,2.4,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,
1,102130,Piquerez,PAL,Lateral,mandante,5.8,,,,,,1.0,1.0,,,,,,,,,,,,,
1,102253,Lucas Halter,VIT,Zagueiro,visitante,-1.3,,,1.0,1.0,,,,,,,,,,,,,,,,
1,102256,Rollheiser,SAN,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
1,102340,Cacá,COR,Zagueiro,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,102928,Canobbio,FLU,Atacante,visitante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
1,102950,Facundo Torres,PAL,Atacante,mandante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1,102975,Escobar,SAN,Lateral,visitante,10.2,,3.0,,1.0,6.0,,,,,,,,,,,,,,,
1,103014,Laquintana,RBB,Atacante,mandante,10.1,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,
1,103056,Gabriel Brazão,SAN,Goleiro,visitante,1.9,,,,,,,,,,,3.0,2.0,,,,,,,,
1,103295,Eric Ramires,RBB,Meia,mandante,8.7,,2.0,,1.0,,,,,1.0,,,,,,,,,,,
1,103347,Matheus Alexandre,SPT,Lateral,visitante,5.2,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
1,103388,Emmanuel Martínez,FOR,Meia,mandante,6.6,1.0,,,2.0,4.0,,,,,,,,,,,,,,,
1,103445,Kaio Jorge,CRU,Atacante,mandante,5.6,,5.0,,,1.0,2.0,,,,,,,,,,,,,,
1,103764,Gabriel Veron,SAN,Atacante,visitante,3.2,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
1,103767,Gabriel Menino,CAM,Meia,visitante,2.5,,2.0,,,1.0,,,,,,,,,,,,,,,
1,104027,Rafael Guanaes,MIR,Técnico,visitante,2.33,,,,,,,,,,,,,,,,,,,,
1,104075,Sabino,SAO,Zagueiro,mandante,7.3,2.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,
1,104085,Bruno Fuchs,PAL,Zagueiro,mandante,6.2,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
1,104134,Fabri,VIT,Atacante,visitante,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
1,104204,Edson Carioca,MIR,Atacante,visitante,4.5,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
1,104250,João Victor,VAS,Zagueiro,mandante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
1,104253,Adriano Martins,JUV,Zagueiro,mandante,9.3,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
1,104257,João Lucas,GRE,Lateral,mandante,3.0,,,,,2.0,,,,,,,,,,,,,,,
1,104271,Hereda,SPT,Lateral,visitante,8.2,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
1,104519,Camilo,GRE,Meia,mandante,2.6,,,,4.0,2.0,1.0,,,,,,,,,,,,,,
1,104528,Igor Jesus,BOT,Atacante,visitante,6.9,3.0,4.0,,1.0,,2.0,,,,,,,,,,,,,,
1,104666,Moisés,FOR,Atacante,mandante,0.1,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
1,104693,Newton,BOT,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
1,104754,Juan Vojvoda,FOR,Técnico,mandante,7.25,,,,,,,,,,,,,1.0,,,,,,,
1,104758,Enzo Díaz,SAO,Lateral,mandante,7.7,,,,1.0,2.0,,1.0,,,,,,,,,,,,,
1,104783,Acevedo,BAH,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
1,104849,Arezo,GRE,Atacante,mandante,9.2,1.0,,,,,,,,1.0,,,,,,,,,,,
1,104994,Wagner Leonardo,GRE,Zagueiro,mandante,2.9,,,1.0,2.0,3.0,,,,,,,,,,,,,,,
1,105171,Fabrício Daniel,MIR,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,105214,Santiago Rodríguez,BOT,Meia,visitante,0.8,,,,,,1.0,,,,,,,,,,,,,,
1,105337,Lucas Lima,CEA,Meia,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,105373,Gabriel Xavier,BAH,Zagueiro,mandante,-0.1,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
1,105568,Lucero,FOR,Atacante,mandante,10.7,,,,1.0,2.0,,,,1.0,,,,,,,,,,,
1,105584,Lucas Piton,VAS,Lateral,mandante,-1.6,,,1.0,2.0,,,,,,,,,,,,,,,,
1,105786,Talles Magno,COR,Atacante,visitante,1.4,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
1,105811,Wesley,INT,Atacante,visitante,5.0,,4.0,,,2.0,,,,,,,,,,,,,,,
1,105903,José Aldo,MIR,Meia,visitante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1,105949,Rochet,INT,Goleiro,visitante,3.1,,1.0,,,,,,,,,2.0,,,,,,,,,
1,105990,Santiago Mingo,BAH,Zagueiro,mandante,0.6,,2.0,,1.0,,,,,,1.0,,,,,,,,,,
1,106082,Ewerthon,JUV,Lateral,mandante,10.5,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
1,106147,Thiago Carpini,VIT,Técnico,visitante,1.83,,,,,,,,,,,,,,,,,,,,
1,106294,Marcos Antônio,SAO,Meia,mandante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
1,106323,Caio Alexandre,BAH,Meia,mandante,0.7,,1.0,,2.0,,1.0,,,,,,,,,,,,,,
1,106681,Léo Pereira,VIT,Atacante,visitante,2.2,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
1,106704,Carlos Alberto,SPT,Atacante,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
1,106822,Rodrigo Nestor,BAH,Meia,mandante,0.8,,,,,,1.0,,,,,,,,,,,,,,
1,107093,Luciano Juba,BAH,Lateral,mandante,5.0,,,,,,,,1.0,,,,,,,,,,,,
1,107111,Richard Ríos,PAL,Meia,mandante,3.5,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
1,107172,Patrick de Paula,BOT,Meia,visitante,3.2,,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
1,107179,Matheus Donelli,COR,Goleiro,visitante,4.2,,,,,,,,,,,4.0,1.0,,,,,,,,
1,107516,Ênio,JUV,Atacante,mandante,4.1,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
1,107554,Natanael,CAM,Lateral,visitante,2.7,,,,1.0,2.0,,,,,,,,,,,,,,,
1,107726,Chrystian Barletta,SPT,Atacante,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
1,107771,Fábio Matias,JUV,Técnico,mandante,8.530000000000001,,,,,,,,,,,,,1.0,,,,,,,
1,107908,Hugo,COR,Lateral,visitante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1,107989,Carbonero,INT,Atacante,visitante,3.0,,3.0,,,1.0,,,,,,,,,,,,,,,
1,108509,Fabricio Domínguez,SPT,Meia,visitante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
1,108671,Garré,VAS,Atacante,mandante,1.5,,,,,1.0,,,,,,,,,,,,,,,
1,108683,Emiliano Martínez,PAL,Meia,mandante,1.3,,1.0,,,,1.0,,,,,,,,,,,,,,
1,108713,Galeano,CEA,Atacante,visitante,2.7,1.0,3.0,,,,,,,,,,,,,,,,,,
1,109096,Plata,FLA,Atacante,mandante,2.3,,,,,1.0,1.0,,,,,,,,,,,,,,
1,109401,Erick Pulga,BAH,Atacante,mandante,2.7,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,
1,109573,Martinelli,FLU,Meia,visitante,6.2,1.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
1,109899,Batalla,JUV,Atacante,mandante,-0.6,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,
1,110426,Bernabéi,INT,Lateral,visitante,12.5,,,,,5.0,,,1.0,,,,,,,,,,,,
1,110506,Abel Ferreira,PAL,Técnico,mandante,6.61,,,,,,,,,,,,,,,,,,,,
1,110510,Aguirre,INT,Lateral,visitante,6.0,,,,,4.0,,,,,,,,,,,,,,,
1,110632,Luiz Filipe,MIR,Atacante,visitante,-0.6,,,,2.0,,,,,,,,,,,,,,,,
1,110715,Andrés Hurtado,RBB,Lateral,mandante,4.6,,,,,2.0,2.0,,,,,,,,,,,,,,
1,110727,Rubens,CAM,Meia,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
1,110818,Renato Paiva,BOT,Técnico,visitante,5.6,,,,,,,,,,,,,,,,,,,,
1,111166,Rômulo,CEA,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
1,111407,Luis Mandaca,JUV,Meia,mandante,4.1,,4.0,,3.0,2.0,,,,,,,,,,,,,,,
1,111594,Micael,PAL,Zagueiro,mandante,4.7,,,,1.0,,,1.0,,,,,,,,,,,,,
1,111682,Adson,VAS,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
1,111683,Anthoni,INT,Goleiro,visitante,1.6,,,,,,,,,,,2.0,1.0,,,,,,,,
1,111831,Matheus Martins,BOT,Atacante,visitante,1.5,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
1,112709,Kaiki Bruno,CRU,Lateral,mandante,5.7,,3.0,,1.0,3.0,,,,,,,,,,,,,,,
1,112886,Lucas Barbosa,RBB,Atacante,mandante,9.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
1,113034,Freytes,FLU,Zagueiro,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,113103,Flaco López,PAL,Atacante,mandante,1.2,1.0,,,,,,,,,,,,,,,,,,,
1,113158,Marquinhos,CRU,Atacante,mandante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
1,113397,Cristian Olivera,GRE,Atacante,mandante,1.3,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
1,113687,Du Queiroz,SPT,Meia,visitante,-1.0,,,,,,,,,,,,,,1.0,,,,,,
1,114334,Gamarra,CRU,Zagueiro,mandante,3.2,,,,1.0,3.0,,,,,,,,,1.0,,,,,,
1,114802,Vitor Roque,PAL,Atacante,mandante,6.2,,3.0,,2.0,3.0,1.0,,,,,,,,,,,,,,
1,115239,Wesley,FLA,Lateral,mandante,5.1,,2.0,,1.0,3.0,,,,,1.0,,,,,,,,,,
1,115248,Jhon Jhon,RBB,Meia,mandante,3.3,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
1,116012,Matheus Gonçalves,FLA,Meia,mandante,3.2,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
1,116065,Cuiabano,BOT,Lateral,visitante,4.7,,,,1.0,,,1.0,,,,,,,,,,,,,
1,116447,Hércules,FLU,Meia,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,116461,Jamerson,VIT,Lateral,visitante,6.7,2.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,
1,117314,Thiago Borbas,RBB,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,117459,Léo Maná,COR,Lateral,visitante,0.0,,,,,,,,,,,,,,,,,,,,
1,117711,Pedro Caixinha,SAN,Técnico,visitante,4.84,,,,,,,,,,,,,,,,,,,,
1,117910,Breno Bidon,COR,Meia,visitante,12.2,1.0,4.0,1.0,6.0,4.0,1.0,,1.0,,,,,,,,,,,,
1,117930,Lavega,FLU,Atacante,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,118758,Jair,BOT,Zagueiro,visitante,6.2,,3.0,,1.0,,,1.0,,,,,,,,,,,,,
1,120566,Vitor Pernambuco,JUV,Atacante,mandante,1.5,,,,,1.0,,,,,,,,,,,,,,,
1,121792,André,GRE,Atacante,mandante,1.3,,1.0,,,,1.0,,,,,,,,,,,,,,
1,122394,Gustavinho,RBB,Meia,mandante,-0.6,,,,2.0,,,,,,,,,,,,,,,,
1,122573,Wallace Yan,FLA,Atacante,mandante,3.0,,3.0,,,,2.0,,,,1.0,,,,,,,,,,
1,122755,Lucas Cunha,SPT,Zagueiro,visitante,5.0,,,,,,,1.0,,,,,,,,,,,,,
1,122861,Abner,JUV,Zagueiro,mandante,13.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,
1,122897,Guzmán Rodríguez,RBB,Zagueiro,mandante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,123788,Lezcano,FLU,Meia,visitante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
1,123795,Lucho Rodríguez,BAH,Atacante,mandante,6.1,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,
1,123907,Pepa,SPT,Técnico,visitante,5.56,,,,,,,,,,,,,,,,,,,,
1,124239,Henry Mosquera,RBB,Atacante,mandante,0.9,1.0,,,1.0,,,,,,,,,,,,,,,,
1,124251,Deivid Washington,SAN,Atacante,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,124526,Giay,PAL,Lateral,mandante,5.0,,,,,,,1.0,,,,,,,,,,,,,
1,125467,Viery,GRE,Zagueiro,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,125488,João Pedro,COR,Zagueiro,visitante,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
1,126182,Paulinho,VAS,Meia,mandante,4.9,,2.0,,2.0,3.0,,,,,,,,,,,,,,,
1,126471,Barreal,SAN,Meia,visitante,10.8,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
1,126977,Fernando Seabra,RBB,Técnico,mandante,5.24,,,,,,,,,,,,,,,,,,,,
1,128915,Estêvão,PAL,Atacante,mandante,2.9,,6.0,1.0,2.0,,2.0,,,,1.0,,,,,,,,,,
1,130386,Maceió,MIR,Atacante,visitante,1.6,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
1,130884,Igor Serrote,GRE,Lateral,mandante,0.9,,,,2.0,1.0,,,,,,,,,,,,,,,
1,131516,JP Chermont,SAN,Lateral,visitante,2.1,,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,
1,131617,André Silva,SAO,Atacante,mandante,0.8,,,,,,1.0,,,,,,,,,,,,,,
1,132071,Serna,FLU,Atacante,visitante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,132553,Jemmes,MIR,Zagueiro,visitante,0.1,,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,
1,132580,Vinicinho,RBB,Atacante,mandante,0.9,,3.0,,2.0,,,,,,,,,,,,,,,,
1,139076,Filipe Luís,FLA,Técnico,mandante,4.93,,,,,,,,,,,,,,,,,,,,
1,140364,João Marcelo,CAM,Atacante,visitante,0.8,,,,,,1.0,,,,,,,,,,,,,,
1,140365,Luca Meirelles,SAN,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,140541,Lucas Ferreira,SAO,Meia,mandante,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
1,140542,Ryan Francisco,SAO,Atacante,mandante,0.0,,,,,,,,,,,,,,,,,,,,
1,141493,Loide Augusto,VAS,Atacante,mandante,3.2,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
1,141607,Matheus Alves,SAO,Meia,mandante,2.3,,2.0,,1.0,,2.0,,,,,,,,,,,,,,
1,141754,Gabriel Bontempo,SAN,Meia,visitante,7.1,,2.0,,,3.0,2.0,,,,,,,,,,,,,,
1,141763,Fabiano Souza,CEA,Lateral,visitante,5.1,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,
1,141996,João Silva,SPT,Zagueiro,visitante,7.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
1,142004,Amuzu,GRE,Atacante,mandante,5.1,2.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,
1,142279,Nuno Moreira,VAS,Atacante,mandante,10.9,,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,
1,37457,Léo Condé,CEA,Técnico,visitante,5.63,,,,,,,,,,,,,,,,,,,,
1,37656,Fábio,FLU,Goleiro,visitante,0.6,,,,,,,,,,,2.0,2.0,,,,,,,,
1,37715,Thiago Silva,FLU,Zagueiro,visitante,0.0,,,,,,,,,,,,,,,,,,,,
1,39148,Hulk,CAM,Atacante,visitante,4.3,1.0,3.0,,,,2.0,,,,,,,,,,,,,,
1,39656,Alan Franco,CAM,Meia,visitante,1.0,,2.0,,,,,,,,,,,,,,,,,,
1,41929,Renato Gaúcho,FLU,Técnico,visitante,2.45,,,,,,,,,,,,,,,,,,,,
1,42234,Cássio,CRU,Goleiro,mandante,10.2,,,1.0,,,,,,,,4.0,1.0,,,1.0,,,,,
1,42411,Cuca,CAM,Técnico,visitante,5.74,,,,,,,,,,,,,,,,,,,,
1,51772,Everton Ribeiro,BAH,Meia,mandante,-0.6,,3.0,,2.0,1.0,,,,,,,,,,,1.0,,,,
1,52271,Fernando,INT,Meia,visitante,1.2,,,,1.0,1.0,,,,,,,,,,,,,,,
1,52827,David Luiz,FOR,Zagueiro,mandante,4.7,,,,1.0,,,1.0,,,,,,,,,,,,,
1,61987,Alex Sandro,FLA,Lateral,mandante,8.5,,4.0,,1.0,4.0,1.0,,,,,,,,,,,,,,
1,63110,Alan Ruschel,JUV,Lateral,mandante,4.7,,,,1.0,,,1.0,,,,,,,,,,,,,
1,63289,Edenílson,GRE,Meia,mandante,7.7,,,,1.0,,,,,1.0,,,,,,,,,,,
1,68685,Alan Patrick,INT,Meia,visitante,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
1,68899,Philippe Coutinho,VAS,Meia,mandante,3.5,1.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,
1,68920,Dudu,CAM,Atacante,visitante,13.9,,4.0,,2.0,3.0,,,,1.0,,,,,,,,,,,
1,68923,Gil,SAN,Zagueiro,visitante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1,68928,Rafael,SAO,Goleiro,mandante,7.6,,,,,,,1.0,,,,2.0,,,,,,,,,
1,68952,Marinho,FOR,Atacante,mandante,5.2,,1.0,,3.0,,1.0,,1.0,,2.0,,,,,,,,,,
1,68991,Lucas Sasha,FOR,Meia,mandante,1.8,,,,4.0,2.0,,,,,,,,,,,,,,,
1,69138,Pablo,SPT,Atacante,visitante,2.5,,3.0,,1.0,1.0,,,,,2.0,,,,,,,,,,
1,70360,Eduardo Sasha,RBB,Atacante,mandante,2.4,2.0,,,,,,,,,,,,,,,,,,,
1,70449,Gabriel,SPT,Goleiro,visitante,1.1,,1.0,,,,,,,,,2.0,2.0,,,,,,,,
1,70592,Felipe Anderson,PAL,Meia,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,70666,Marllon,CEA,Zagueiro,visitante,9.5,,,,,1.0,,,,1.0,,,,,,,,,,,
1,70696,Fábio Carille,VAS,Técnico,mandante,6.29,,,,,,,,,,,,,1.0,,,,,,,
1,70788,Enner Valencia,INT,Atacante,visitante,-0.6,,,,2.0,,,,,,,,,,,,,,,,
1,70916,Diogo Barbosa,FOR,Lateral,mandante,8.7,,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,,
1,70944,Bruno Henrique,INT,Meia,visitante,9.8,,,,4.0,2.0,,,,1.0,,,,,,,,,,,
1,71536,Luiz Gustavo,SAO,Meia,mandante,9.6,,2.0,,4.0,4.0,1.0,,,,,,,,,,,1.0,,,
1,71631,Weverton,PAL,Goleiro,mandante,11.5,,,,,,,1.0,,,,5.0,,,,,,,,,
1,72018,Tiago Volpi,GRE,Goleiro,mandante,6.8,,,,,,,,,,,6.0,1.0,,,,,,,,
1,72294,Everson,CAM,Goleiro,visitante,1.9,,,,,,,,,,,3.0,2.0,,,,,,,,
1,72460,Bernard,CAM,Meia,visitante,1.5,,,,,1.0,,,,,,,,,,,,,,,
1,72493,Alex Telles,BOT,Lateral,visitante,5.0,,,,5.0,1.0,,1.0,,,,,,,,,,,,,
1,72864,Gustavo Quinteros,GRE,Técnico,mandante,5.39,,,,,,,,,,,,,1.0,,,,,,,
1,77664,Sérgio Oliveira,SPT,Meia,visitante,5.0,1.0,1.0,,4.0,3.0,,,,,,,,,,,,,,,
1,77777,João Schmidt,SAN,Meia,visitante,2.9,,1.0,,2.0,2.0,,,,,,,,,,,,,,,
1,78117,Everaldo,FLU,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,78445,Renê,FLU,Lateral,visitante,5.0,,1.0,,,3.0,,,,,,,,,,,,,,,
1,78605,Gabriel,RBB,Meia,mandante,1.7,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1,78850,Reinaldo,MIR,Lateral,visitante,-4.1,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,
1,79066,Alex Muralha,MIR,Goleiro,visitante,-2.0,,,,,,,,,,,,2.0,,,,,,,,
1,79266,Bruno Ferreira,CEA,Goleiro,visitante,6.3,,1.0,,,,,,,,,6.0,2.0,,,,,,,,
1,79437,Roger Machado,INT,Técnico,visitante,4.33,,,,,,,,,,,,,,,,,,,,
1,79631,Cano,FLU,Atacante,visitante,2.8,,1.0,,,,3.0,,,,1.0,,,,,,,,,,
1,79701,Lucas Silva,CRU,Meia,mandante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
1,80129,Jadson,JUV,Meia,mandante,0.1,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
1,80196,Yago Pikachu,FOR,Meia,mandante,5.4,1.0,1.0,,,2.0,1.0,,,,1.0,,,,,,,,,,
1,80287,Luciano,SAO,Atacante,mandante,1.5,,1.0,,,,,,,,,,,,,,,,,1.0,
1,80313,Gilberto,BAH,Lateral,mandante,9.4,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,
1,80570,Wendell,SAO,Lateral,mandante,7.7,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
1,80583,Lucas Lima,SPT,Meia,visitante,0.4,,3.0,1.0,3.0,,1.0,,,,,,,,,,,,,,
1,81091,Jair,VAS,Meia,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,81121,Lucas Mugni,CEA,Meia,visitante,6.7,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,
1,81150,Mayke,PAL,Lateral,mandante,8.1,,1.0,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,
1,81845,Alisson,SAO,Meia,mandante,1.4,,4.0,,2.0,,,,,,,,,,,,,,,,
1,81881,João Ricardo,FOR,Goleiro,mandante,6.3,,,,,,,1.0,,,,1.0,,,,,,,,,
1,81952,Willian Oliveira,VIT,Meia,visitante,0.8,,,,,,1.0,,,,,,,,,,,,,,
1,82407,Chico Kim,MIR,Meia,visitante,5.9,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,
1,82627,Luiz Araújo,FLA,Atacante,mandante,5.1,,1.0,,,2.0,2.0,,,,,,,,,,,,,,
1,82628,Tinga,FOR,Lateral,mandante,14.5,,,,,1.0,,1.0,,1.0,,,,,,,,,,,
1,82775,Lucas Ramon,MIR,Lateral,visitante,12.4,,4.0,,2.0,2.0,,,,1.0,,,,,,,,,,,
1,83257,Gabriel,CRU,Atacante,mandante,8.8,,,,,,1.0,,,1.0,,,,,,,,,,,
1,83528,Léo Pereira,FLA,Zagueiro,mandante,8.2,,1.0,,1.0,,,,,1.0,,,,,,,,,,,
1,83786,Neris,VIT,Zagueiro,visitante,1.1,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
1,84042,Tiquinho Soares,SAN,Atacante,visitante,4.4,,,,2.0,,,,1.0,,,,,,,,,,,,
1,84263,Jemerson,GRE,Zagueiro,mandante,-0.1,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
1,84428,Fernando Sobral,CEA,Meia,visitante,2.9,,,1.0,2.0,3.0,,,,,,,,,,,,,,,
1,84558,Lucas Romero,CRU,Meia,mandante,1.9,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
1,84674,Lucas Evangelista,PAL,Meia,mandante,5.1,1.0,3.0,,2.0,2.0,,,,,,,,,,,,,,,
1,85403,Danielzinho,MIR,Meia,visitante,5.1,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,1.0,
1,85465,Alex Santana,GRE,Meia,mandante,1.2,,2.0,,2.0,,1.0,,,,,,,,,,,,,,
1,85856,Ricardo Ryller,VIT,Meia,visitante,-0.6,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
1,85930,Aylon,CEA,Atacante,visitante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,86292,Bolasie,CRU,Atacante,mandante,-0.3,,,,1.0,,,,,,,,,,,,,,,,
1,86485,Keno,FLU,Atacante,visitante,2.4,,,,,,3.0,,,,,,,,,,,,,,
1,86686,Tchê Tchê,VAS,Meia,mandante,0.5,,1.0,,,,,,,,,,,,,,,,,,
1,86757,Everton,FLA,Atacante,mandante,0.0,,,,,,,,,,,,,,,,,,,,
1,86820,Reginaldo,JUV,Lateral,mandante,5.0,,,,,,,1.0,,,,,,,,,,,,,
1,86859,José Welison,FOR,Meia,mandante,0.0,,,,,,,,,,,,,,,,,,,,
1,87008,Léo Jardim,VAS,Goleiro,mandante,0.3,,,,,,,,,,,1.0,1.0,,,,,,,,
1,87225,Pedro Henrique,RBB,Zagueiro,mandante,4.5,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
1,87228,Guilherme Arana,CAM,Lateral,visitante,2.9,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
1,87470,Thaciano,SAN,Meia,visitante,0.0,,,,,,,,,,,,,,,,,,,,
1,87742,Neto Moura,MIR,Meia,visitante,0.2,,1.0,,1.0,,,,,,,,,,,,,,,,
1,87853,Mauricio Lemos,VAS,Zagueiro,mandante,1.5,,,,,1.0,,,,,,,,,,,,,,,
1,87999,Gustavo Scarpa,CAM,Meia,visitante,6.5,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,
